distance_to_merchant,hour_of_day,is_weekend,budget_utilization,merchant_regret_rate,dwell_time,purchase_occurred
149,15,1,0.7632894135549734,0.5205730480943828,548,0
350,6,0,0.5325078120314976,0.8721294926667452,276,0
351,22,1,0.4013575969804972,0.19624625049332178,203,0
479,9,1,0.4232752579407979,0.6457713691823853,248,0
451,13,0,0.8702581108032129,0.5328141289983402,91,0
81,2,0,0.6402742536015255,0.2572389039395111,15,0
428,6,0,0.6684847382370325,0.839880977314587,248,0
478,8,0,0.42751440855927536,0.08146403425368953,420,0
243,3,1,0.9171216577180323,0.13439708302247644,21,0
177,7,1,0.08506630135583282,0.8801209966510612,262,0
229,4,1,0.14804207234975786,0.07604054256084636,231,0
23,19,0,0.8746785095960846,0.8676247989731026,87,1
375,15,0,0.5852282386082253,0.08793570247740679,560,0
418,0,0,0.279779011163805,0.6356518551403851,597,0
184,11,1,0.8952037762572028,0.8963712596037303,492,1
203,5,1,0.9268232696628087,0.18069868058077676,306,0
344,11,1,0.0723796646928545,0.006793588077545709,286,0
372,6,0,0.11450580832372814,0.684199439572084,179,0
156,7,0,0.04399329922883444,0.21523375734725403,526,0
145,18,1,0.48634709623101846,0.0797111145668461,251,0
430,16,1,0.5345309821246254,0.9474025952777684,253,0
119,7,1,0.6754265288247581,0.4920208255940607,365,0
190,6,1,0.7312290781599425,0.3523628538492741,308,0
481,10,1,0.9244179586086692,0.2782623900818715,185,0
62,22,1,0.619338144631477,0.9525597965091398,505,0
431,18,0,0.6288679650813648,0.9680353526504384,141,0
57,7,0,0.6577300782927863,0.47693585402326666,28,0
238,14,1,0.7269433278107504,0.3727089708340233,482,0
399,20,1,0.8226495400421874,0.13517843450289146,540,0
385,23,1,0.1777002946778946,0.7468888939351607,253,0
69,5,0,0.5249277231855629,0.9070286025761127,96,0
318,14,0,0.6025992313741819,0.7530824852639482,294,0
239,9,0,0.6519816862566205,0.6861098842385541,381,0
88,4,1,0.7678023355728403,0.44417296852793386,42,0
143,17,0,0.2989199834483137,0.03767054122977831,164,0
88,15,1,0.8295095213671634,0.5098973038265314,491,0
64,11,0,0.41906406491285164,0.10411763940657948,223,0
5,8,1,0.0896003201733403,0.20727126551215558,513,0
237,10,1,0.73019400805027,0.3959711304802326,109,0
85,7,1,0.13567207295625783,0.49392784772530207,534,0
456,10,1,0.43158772183165406,0.470032929303017,161,0
139,9,0,0.9169188698290683,0.775598541600237,57,1
138,20,1,0.7027035390261556,0.5862823880253579,403,0
318,6,1,0.5527759389174934,0.434724286995799,518,0
374,16,1,0.6864632521566228,0.9808967639703307,437,0
489,1,1,0.6932855725913385,0.01890434160113752,29,0
13,1,1,0.5466211146217206,0.32041258611957524,51,0
383,20,1,0.3572103296473589,0.9865328041729599,75,0
16,16,1,0.5681774097873528,0.5313852415276452,130,0
381,14,0,0.524284916646453,0.41814724054668273,317,0
162,7,1,0.9515690071350755,0.6464914300553675,422,0
63,2,1,0.6989197525916107,0.5674346148499942,396,0
122,16,1,0.23406138970647183,0.14588776318417274,454,0
6,3,1,0.5345823708377561,0.9611768768805639,245,0
430,3,0,0.7135742260578667,0.8326076098922669,353,0
134,14,0,0.9599025532301074,0.27834525559725787,523,0
444,15,1,0.5780020393296864,0.6634028802404672,339,0
113,14,1,0.8993068551392646,0.259684557686371,138,0
73,10,1,0.28097260076147823,0.19729263583656276,114,0
478,13,1,0.7238460623276908,0.9660459177069439,185,0
392,2,0,0.9835067669969156,0.6699205365474207,426,0
13,12,1,0.6647244423656754,0.08022828386975278,45,0
269,2,0,0.8548511619924084,0.0362382989978155,539,0
32,10,0,0.5293207488354355,0.47281328782138565,573,0
89,21,0,0.9934703253668719,0.01712830573596924,19,0
356,6,1,0.2352297660790007,0.017346517359408176,123,0
212,20,1,0.8146016085596068,0.47164698606999733,509,0
52,2,0,0.09506046388529665,0.03793796424695872,519,0
267,5,1,0.16187821979519423,0.2194348512073312,163,0
405,19,0,0.7675781825252088,0.9526068768938336,251,0
71,4,0,0.05960158939067628,0.8999691174799368,574,0
125,18,1,0.3974856629205168,0.13529083269771458,430,0
65,23,1,0.33094699155791707,0.42420129454986766,545,0
280,18,0,0.43131551543624735,0.48010285158104915,472,0
467,10,0,0.7143724904253724,0.2905900637669211,454,0
167,22,0,0.9963576177264962,0.1934615167549879,544,0
400,15,0,0.5767149646881693,0.8833275373712633,319,0
190,21,0,0.5089417599524727,0.1600386729025809,551,0
40,17,0,0.07981753834482286,0.4074059456820226,250,0
23,4,0,0.8337513584244637,0.12406237544360066,466,0
239,6,1,0.9728317639995987,0.35080889970659723,69,0
105,11,1,0.3408717091491794,0.12779484211197656,216,0
165,18,0,0.15097223580667607,0.7760009376131112,342,0
457,2,1,0.4605474251846805,0.19458241897190875,289,0
476,22,0,0.02319577790503069,0.7555611920747277,526,0
111,21,0,0.2446791922576278,0.6105487479118763,83,0
61,2,0,0.14470314535498985,0.1346253336875015,96,0
384,0,1,0.6426358766807482,0.4571471765286086,467,0
61,19,1,0.5090470598060506,0.9753628309573256,396,0
118,12,1,0.9081286951675406,0.22300543315703691,510,0
116,12,0,0.721561837578861,0.8476095926050994,14,0
172,6,1,0.5591369207959319,0.44183067799787834,243,0
374,13,0,0.6887965255988732,0.6231175897881301,237,0
449,9,0,0.4998314138958072,0.19367600213594638,80,0
400,1,0,0.9101364449490041,0.7632377777147549,492,1
323,3,1,0.006838189016271867,0.5243573576595596,121,0
179,5,1,0.9208288533000095,0.4146834123846421,586,0
301,22,0,0.2536758632396753,0.7632414450329416,150,0
131,0,0,0.1567582241976988,0.8861864861851995,150,0
390,22,1,0.032451638753236756,0.28526833240822835,373,0
239,23,0,0.9149872734075821,0.0769509645411326,20,0
371,15,0,0.11024241663255308,0.17567838052506846,0,0
178,21,0,0.4753252964484024,0.299575182125148,165,0
193,10,0,0.47217650923522003,0.6132779199884232,257,0
457,9,0,0.09147640248514077,0.1034352248280519,367,0
443,0,1,0.6981023353509846,0.03886965122504937,468,0
95,7,1,0.5963597066261238,0.9174782190657608,396,0
86,14,0,0.34886292903570293,0.6729575436885663,402,0
6,2,0,0.4232462991790039,0.4900472468658632,60,0
128,10,1,0.1309082398822291,0.38426086158185935,569,0
341,20,1,0.6721079192935538,0.7255644452507898,548,0
213,0,1,0.6003149445073862,0.8199182062519825,115,0
254,5,1,0.37540055441267706,0.6822581506055506,50,0
360,19,0,0.9773593071931683,0.6654405182730169,275,0
294,18,1,0.8074180485346882,0.8420874893203177,10,1
251,16,0,0.9465615829378436,0.4640829375175828,416,0
135,17,0,0.14041566009031414,0.9128847638394743,465,0
275,10,1,0.681527974169732,0.10855274265631487,328,0
137,20,0,0.008117175288118283,0.7465718265686918,450,0
394,3,1,0.8803163138697716,0.1451291470551439,447,0
262,22,0,0.7673038005716989,0.13932620654489558,549,0
427,0,1,0.47787886769304555,0.974964729513396,120,0
448,20,0,0.9031880409036532,0.05754806604938001,463,0
49,7,0,0.636870540260611,0.10973179937450206,191,0
66,9,1,0.3509275423440542,0.4274762074876386,215,0
228,6,0,0.4680205342433966,0.1673384088645622,205,0
41,4,1,0.38698411303636293,0.4792727340062425,322,0
8,12,1,0.12017754928578617,0.6517961601953445,50,0
427,9,1,0.4234418673034458,0.22165206598553877,326,0
279,4,1,0.9361714519288208,0.11257770977131831,50,0
76,18,1,0.5623701774204851,0.3302830929348298,502,0
468,23,1,0.15007929895214667,0.29359132528481835,196,0
284,15,0,0.027637264226664127,0.18108679208208078,142,0
209,1,1,0.10620754841985236,0.6682160436624713,451,0
266,4,1,0.3477320840618139,0.03383309842381088,1,0
149,1,0,0.8165525204781172,0.8653241082181216,503,1
155,22,0,0.2065524924755796,0.5189443580936858,301,0
466,13,0,0.5964864166066524,0.0011675399635753259,380,0
178,5,0,0.8891982475285787,0.1668160074995927,25,0
450,23,1,0.2019990111259331,0.6555177552620217,296,0
398,11,1,0.23737640467858556,0.32322706286518954,104,0
251,20,1,0.16879743142171755,0.9447612595849044,382,0
232,17,1,0.18248046166899512,0.34770792170676523,299,0
123,4,0,0.2276546181565854,0.996515310966126,526,0
31,1,0,0.7542777622493487,0.8604027652715988,39,1
154,5,1,0.6310191307128125,0.12820503721709897,504,0
145,0,1,0.19324243180903755,0.5536710551592934,167,0
349,18,1,0.7043184124631491,0.30848041808568927,233,0
425,9,0,0.2049375767473114,0.7444167473108125,246,0
441,15,0,0.674880616567312,0.16887899865048883,157,0
425,9,0,0.35889193912736794,0.29282461499465207,343,0
67,20,1,0.9492250506678903,0.1333413629443232,384,0
15,9,1,0.1450335272088742,0.27690613740127923,129,0
308,9,1,0.7593123095769415,0.4437473190458332,592,0
22,4,1,0.3027406562937095,0.21978727309776536,71,0
129,10,0,0.3701716786489506,0.7425082981889023,379,0
463,2,1,0.4561286758956721,0.9003793982133933,571,0
139,3,0,0.10129922099361854,0.43019525193883423,49,0
450,5,1,0.8752175025108945,0.04998126418914495,433,0
142,10,1,0.7447049516945616,0.8535400945872138,434,0
61,22,0,0.017158994669218552,0.9508852620663003,352,1
180,17,0,0.10995546166033854,0.7782141075158774,592,0
422,5,0,0.5993912596323836,0.09550396050898824,57,0
441,5,0,0.9694824478035858,0.891477184811707,562,1
336,12,0,0.9425964507733628,0.4707205709992476,256,0
489,10,0,0.605364065434539,0.48079225960418204,481,0
214,2,1,0.19346687094968507,0.20371684620842112,544,0
338,12,0,0.6868295921901648,0.5272024595173375,271,0
432,10,1,0.3305569823985305,0.8390486058550268,556,0
127,12,0,0.7194643490402638,0.01505325029045701,501,0
361,16,0,0.12773087598882704,0.9462485750609414,398,0
215,22,1,0.060481181881250734,0.8867611607234624,451,1
256,0,1,0.8130809587732815,0.21963557648467702,487,0
314,21,0,0.13184808776484436,0.3815226875301656,544,0
201,20,1,0.6179579942981518,0.07861835746746282,38,0
458,10,0,0.46174170657244185,0.17902472658528779,305,0
51,14,1,0.4834002219885908,0.3260295001970597,178,0
302,22,0,0.007007133341240923,0.6814095542095603,413,0
61,2,0,0.7770989475247152,0.8863534576641409,145,0
323,20,0,0.14700064359311238,0.7561839035607913,64,0
438,10,0,0.19387201058774484,0.9985299742033049,347,0
496,9,1,0.6793736405430374,0.3877568369011244,286,0
412,9,1,0.8194569110705839,0.7698825587500908,400,1
173,3,1,0.212338671133405,0.2288953477040877,520,0
90,2,0,0.19485942319556282,0.7136216968399061,487,0
130,4,1,0.8653322709477528,0.2932565126599317,311,0
90,0,1,0.4396971411339292,0.06160907559674089,99,0
399,7,0,0.872011271579782,0.8187523051720972,383,1
203,1,1,0.38942188590090177,0.3342814198488838,488,0
145,16,0,0.7432575951335167,0.7223333496589155,82,0
26,4,1,0.882172132209396,0.8440594594998456,470,1
421,0,1,0.11413206972712386,0.464107580520876,446,0
87,23,0,0.19148353704022913,0.983905302231439,162,0
445,5,0,0.8429533350303046,0.2106794528414061,298,0
404,17,0,0.7012261279964962,0.4801167205342387,388,0
275,3,1,0.3345046858761209,0.8266432790777007,377,0
317,1,1,0.0019383539898338853,0.8414635481971539,90,0
402,23,0,0.37969070377122693,0.20702207402620865,20,0
190,2,0,0.6078201410804734,0.0011518724421846205,72,0
184,12,0,0.9238484078791421,0.5722288056137941,363,0
312,20,1,0.02252674290916301,0.5454268608095428,83,0
321,9,0,0.32967207121063025,0.814704173986626,545,0
286,20,1,0.5756812906710534,0.5723943490260047,180,0
250,5,0,0.3408418503852919,0.5717379028535954,460,0
449,19,1,0.1447611116937214,0.637718881298956,30,0
206,6,1,0.8532377881208463,0.8094690099583303,121,1
473,17,1,0.8274224701852981,0.7573626948152931,361,1
281,18,1,0.07954699083098404,0.4912428582645344,373,0
57,0,1,0.7308724900117858,0.783564876938589,311,0
188,6,0,0.1756641521150779,0.5072430090020696,176,0
22,6,0,0.3178008509955744,0.14645171545607882,309,0
384,8,0,0.5410151580503093,0.5416453232731279,467,0
111,5,1,0.5432632695229225,0.03193699688764029,291,0
129,15,0,0.9366118876841221,0.5530105700895475,577,0
409,9,0,0.17333398620351803,0.6370267639309394,291,0
371,18,0,0.7040205203132281,0.9039053534777443,135,0
159,14,0,0.5145644188419919,0.2908807318550586,47,0
462,13,1,0.2931287990386202,0.8314338726272116,124,0
313,6,0,0.890281494585567,0.2695069101220866,268,0
390,17,1,0.7891785138747659,0.816307018334632,538,0
162,17,0,0.8603711855272321,0.939881301232521,270,1
31,6,0,0.025607151726601773,0.30728210852114735,133,0
36,13,0,0.7204026685457401,0.6087876356529377,66,0
370,18,1,0.22320828952293348,0.11654502916681009,397,0
483,5,0,0.3123636969110489,0.9674138920634172,338,0
364,18,1,0.3161282616624912,0.8804254035987484,282,0
63,5,1,0.21622531362299535,0.7229143213326976,159,0
87,0,0,0.14192786435972382,0.04817366152743785,54,0
10,23,0,0.2335057419596417,0.8111260601728628,79,1
206,12,1,0.3147470998602888,0.20093365751736214,477,0
101,11,0,0.74057136134215,0.8268726090094094,496,0
276,23,1,0.9749242560936875,0.6044606508379395,68,0
70,12,0,0.8971527362671164,0.5344042050291816,463,0
304,21,0,0.612084874152886,0.11347946446283119,417,0
166,9,0,0.5245384368467876,0.7722775707322692,360,0
373,23,0,0.12055225463133057,0.6162920800996649,307,0
416,6,0,0.824238433068722,0.8739284318137683,136,1
316,7,0,0.10780874979876276,0.06434558234615007,361,0
229,23,0,0.4089069476710423,0.8674529829319728,223,0
221,1,0,0.538970266915449,0.514227209939789,55,0
210,14,0,0.40921223188500366,0.9894658300378678,113,0
189,14,0,0.6641451869602628,0.34580370146643846,272,0
232,15,1,0.5243242281539634,0.8998665728767061,81,0
172,22,0,0.8575538595021478,0.7842227495930418,574,1
95,21,0,0.2903768719392392,0.32632230578538635,178,0
432,4,0,0.41368667892371835,0.14753219740511136,317,0
430,20,0,0.002390739360672689,0.3043138079068497,174,0
192,18,1,0.39740986151455926,0.41046557263268724,507,0
446,14,1,0.39800305527667634,0.7666349593609889,86,0
346,2,1,0.4963105436427653,0.5484893977503535,422,0
208,15,1,0.35655700900209897,0.7860113931053474,172,0
285,9,1,0.35599207459000837,0.5709470139835802,516,0
156,23,0,0.5969709374478323,0.27425373020097266,216,0
350,11,0,0.2037254057671214,0.1491916320182053,376,0
42,5,1,0.08614303262416656,0.8412874736048114,29,1
78,10,0,0.31586163622304464,0.8127220733701339,368,0
493,22,1,0.32953388056504473,0.3920698971303527,457,0
288,10,1,0.21767804629901366,0.702886461050549,324,0
294,18,0,0.4783117844068261,0.9694490893973322,231,0
10,3,1,0.12544930558633216,0.6896794721425711,368,0
319,6,1,0.29902740041954534,0.2776992523686592,571,0
345,13,0,0.3897733043550975,0.6190893995346457,283,0
11,18,0,0.8219899968987224,0.12028583283488303,387,0
486,20,0,0.37701821733917984,0.7085938059018123,599,0
261,22,1,0.5034808303249881,0.26664272173657655,9,0
308,6,1,0.5950109306777392,0.2961907047253073,411,0
292,9,0,0.13101591841585436,0.6238317067568632,553,0
172,1,1,0.2826806493123899,0.34190794380851997,175,0
132,22,0,0.34433281007503724,0.9821130169374559,266,0
309,1,0,0.743614942183629,0.381773660746625,586,0
1,0,0,0.1696373667452622,0.3890426525478302,411,0
169,19,0,0.21665956232012662,0.693466804109027,461,0
372,15,1,0.506576145428583,0.7122805848985136,64,0
84,16,1,0.5900374563708708,0.6624578084387431,138,0
391,15,1,0.6945829055092029,0.30108150026485847,593,0
244,11,1,0.2953856332878839,0.07308822148918737,149,0
292,4,0,0.3072901197348029,0.3855738546278684,117,0
491,12,1,0.7899220801052622,0.5199236894121873,547,0
87,10,0,0.1674472135008388,0.024844571167060625,442,0
416,4,0,0.5546141748576962,0.148163642331823,255,0
62,13,1,0.7960015286684514,0.22652191292984458,244,0
200,21,1,0.21591947276664536,0.7798552250954572,565,0
24,14,0,0.587267227532606,0.22409108652186716,471,0
385,3,1,0.4173773521583646,0.9808627086550356,217,0
28,12,1,0.9986541819392032,0.851562347147666,253,1
372,12,1,0.2648860872687405,0.7383579938037708,372,0
300,18,1,0.38218921528229877,0.5302271949837424,396,0
348,3,0,0.01256379456562895,0.7176745961832338,422,0
203,1,1,0.42653378430133915,0.02787384076730315,263,0
53,22,0,0.3742641727762839,0.9367253891561713,173,1
458,0,1,0.7700374663086144,0.12749096903057033,445,0
378,0,1,0.973597949881173,0.9838466741739301,452,1
204,14,0,0.12427799235275394,0.7592791834207772,245,0
229,12,0,0.16461607740853101,0.8901203337012963,30,0
448,2,1,0.10861253345220201,0.07783387523252283,34,0
237,19,1,0.8222259054544588,0.690249473687799,254,0
161,6,1,0.971297156827363,0.1173662135608361,44,0
102,2,0,0.05426717827995886,0.7884504933930575,23,0
240,19,1,0.7739593332948234,0.07588253381108312,188,0
389,4,0,0.4461187176514193,0.13692143365993836,359,0
469,14,1,0.07890533252295429,0.3136485483856083,249,0
317,22,1,0.7884581000245797,0.9331026190312297,374,1
269,19,1,0.2531255582902553,0.7652970768375426,278,0
57,0,1,0.06523339283335094,0.9181673914444458,153,0
89,2,1,0.2556560610028823,0.6562142116932794,318,0
111,7,0,0.7783198368885498,0.3911211565222299,566,0
168,9,0,0.3847016041508431,0.15374437687682452,378,0
494,21,0,0.33132508507149094,0.10493433728571744,558,0
414,21,0,0.3511163084430363,0.6664448230573471,501,0
57,21,0,0.5853407602328403,0.9618523414276912,27,1
371,12,0,0.5684352923277289,0.9588158734683444,359,0
160,0,0,0.08382141432891077,0.7438446556308291,433,0
489,9,1,0.1960664542454812,0.010893002886884662,57,0
173,4,1,0.9214269534608052,0.8768846093346341,24,1
80,21,1,0.9772554707730066,0.8583145956087211,66,1
169,23,0,0.11999097161833572,0.6369165554835389,302,0
478,9,1,0.6054666122750365,0.5758594747317719,443,0
263,11,1,0.787685618480076,0.2996918257879234,70,0
169,5,0,0.022221642744990833,0.9267016512553546,389,0
388,18,1,0.5939876935697079,0.020488522160539313,286,0
143,1,1,0.06959747665513871,0.48802570550731317,124,0
85,14,1,0.8271300929047353,0.20787527954722285,253,0
90,1,0,0.2921913753480875,0.3862668818883007,55,0
344,3,0,0.9954580532398541,0.47163225667955366,107,0
401,8,1,0.4299862164861533,0.7689760460725078,41,0
90,14,1,0.4423868171532297,0.866013184589753,276,0
258,13,0,0.32760450594363266,0.7531765516590233,93,0
123,22,1,0.7284935006680873,0.9636185600994381,300,0
0,18,0,0.8771878891270607,0.3717320706354882,538,0
143,7,1,0.19666711881796994,0.7180672068492275,368,0
98,8,0,0.806307177488668,0.835973791033131,164,1
402,20,1,0.05746660790448044,0.12037430127483373,44,0
464,15,1,0.5146578482797917,0.5157157955594845,491,0
443,5,1,0.7159343885386699,0.6682246634552197,499,0
164,11,1,0.0355419267441931,0.14412808875448002,96,0
475,15,1,0.7870866065079443,0.2823800693058265,326,0
373,4,1,0.8692092196859894,0.38251449191797127,440,0
316,20,1,0.5226473106961123,0.7194429021444467,158,0
49,1,0,0.8886391284583051,0.15295859115983412,516,0
369,11,1,0.33830359274403365,0.6710916051411278,128,0
495,17,1,0.3589113663572514,0.4502558552962338,400,0
60,4,0,0.5442381417621978,0.572689186295459,359,0
172,7,1,0.6376948384482977,0.6500432490698962,561,0
469,10,1,0.20285710244082744,0.39209831221815794,551,0
214,22,1,0.5005643381911256,0.7517600675715918,409,0
432,1,0,0.03292143159806182,0.42782929749329346,587,0
0,19,0,0.4889503198936189,0.1482395375870459,51,0
262,19,1,0.017290849955440613,0.3744441717456922,162,0
313,14,0,0.8641614954949195,0.28153957964318344,166,0
244,13,1,0.2932533953527737,0.6348034042638074,544,0
296,4,0,0.5848105192498598,0.9332664837122115,95,0
320,8,0,0.45936143239064053,0.1380443588886877,194,0
331,14,0,0.36013134143215686,0.3065820065356524,595,0
367,20,0,0.04233763342307839,0.6569589675887856,262,0
38,1,0,0.669825068921355,0.29284900864324037,221,0
201,5,1,0.7769225997546307,0.9517140977868925,49,0
472,7,1,0.4067462004833612,0.632283889480863,9,0
85,11,0,0.48047753645215785,0.9762176886677111,302,0
499,3,1,0.8338123086224004,0.3566162990234679,266,0
171,18,0,0.6336024830655892,0.6373817824682014,345,0
435,5,0,0.9273115449241739,0.5242544348772384,80,0
203,17,1,0.2960517325699783,0.5739861511400146,372,0
119,4,0,0.21343004898964768,0.47853968358035803,594,0
311,20,1,0.44517682226502764,0.6342465399154429,252,0
315,17,1,0.07918569339128778,0.5395681831059628,275,0
482,13,0,0.45997686270096083,0.007090226323894222,419,0
12,4,1,0.43048457310805743,0.22829130037393874,343,0
250,15,1,0.6465968851971606,0.8993779984304305,496,0
94,3,0,0.14412887645719252,0.47034621038919555,301,0
159,6,0,0.9157541539802952,0.1700460418823887,595,0
0,18,0,0.1135464863787996,0.06943412956289152,361,0
314,20,1,0.8626687588088716,0.70021306360222,148,1
196,20,1,0.19873691341552546,0.5784636375245923,386,0
474,7,0,0.4532266928385801,0.22539238425568542,68,0
50,3,1,0.5251720454451091,0.47388100746374473,275,0
171,11,0,0.5366230662602165,0.403896011317751,393,0
150,4,1,0.2877804696521532,0.3386757179893869,118,0
140,4,1,0.07008552881193775,0.9517791905418836,18,0
229,11,1,0.8643885207628642,0.4281202274881356,359,0
299,12,1,0.27426339493076735,0.7722124059198943,257,0
137,6,0,0.14659689822255395,0.9023800587048292,228,0
164,15,1,0.26709657637563033,0.6058185934720709,448,0
397,0,0,0.967815514185199,0.5470337759897659,543,0
327,6,0,0.6827486704874208,0.2922604586635966,439,0
329,11,1,0.9841351445409879,0.5359504638280131,428,0
266,16,0,0.0908218455605656,0.4076158954276049,210,0
256,11,0,0.5908064048155054,0.048738358732393294,52,0
430,2,0,0.23661169295174944,0.8536583711941785,486,0
435,5,1,0.9929628390581359,0.2410049052576244,20,0
147,20,0,0.6305006357921963,0.14846321654631156,594,0
145,1,1,0.2730634599361681,0.9019415027346189,459,0
287,7,0,0.008857210925031445,0.6028526771462218,446,0
112,14,1,0.9865517937766868,0.8691493212716254,64,1
37,19,0,0.4386383208421668,0.9907790222538978,411,1
471,8,0,0.08015954237176126,0.19098487401791098,415,0
302,21,0,0.006405090608654462,0.6190324390311825,2,0
102,14,0,0.27538778725550683,0.2929341359356634,416,0
36,10,0,0.24277173795491747,0.88091212276814,456,0
443,18,0,0.2035982827972158,0.1120946895321645,484,0
475,3,1,0.926865494065113,0.3518812393674903,258,0
476,6,0,0.09580385493943011,0.5047287694429585,590,0
42,12,1,0.4849174839621915,0.14826033796207405,126,0
129,6,1,0.48505758097968377,0.3151427515481223,64,0
370,3,1,0.7689712559634223,0.504719168824658,290,0
298,8,0,0.5093187278905632,0.11389208583389399,425,0
179,5,0,0.5107211783149879,0.47138670629879964,210,0
394,18,0,0.8133459688976036,0.9891826406755703,41,1
449,3,0,0.7567647432326232,0.6949429650234027,384,0
279,22,0,0.3071403699655356,0.36189018694781006,127,0
265,15,1,0.38151057122883314,0.8499512737717188,21,0
354,11,0,0.35742384712305986,0.1611503438417321,474,0
174,0,0,0.7577291164483294,0.8393041238127291,171,0
317,22,1,0.43663149638237286,0.04864849208839206,243,0
381,7,1,0.4213019953478102,0.34703834149093127,587,0
488,12,0,0.6518424484556288,0.11950443336155292,310,0
438,22,0,0.8061499731741782,0.45319188311584413,511,0
389,16,0,0.4694286729289857,0.37270585773553255,235,0
0,7,1,0.9223410670172678,0.0657795610775036,64,0
482,13,0,0.22379958356411267,0.7161272843933039,386,0
7,13,0,0.7931738915612523,0.5139876457321394,296,0
37,13,0,0.48443267845633253,0.3384348127783763,215,0
210,10,0,0.011497132510419728,0.7661707188949333,436,0
376,16,0,0.3068985249215652,0.8015300881356603,458,0
142,15,1,0.7475741762918633,0.9423507354462562,322,0
110,20,0,0.3777039909842368,0.67456289456208,285,0
272,4,0,0.4838717146047824,0.2718935622132522,501,0
0,3,1,0.6316410531151492,0.9015337450284084,170,0
308,4,0,0.29877345660669263,0.4244790402420964,14,0
198,6,0,0.6438125364837485,0.11424401019425778,414,0
199,4,0,0.7030686315775528,0.054087352289192925,203,0
102,16,1,0.6818709666672238,0.509341989430841,495,0
84,23,0,0.716171837804078,0.43550650784237055,385,0
73,11,0,0.1735610316447237,0.5891002541619149,307,0
98,15,1,0.9486119907236384,0.021649631718269724,572,0
77,12,1,0.8306307408889878,0.3493079562213931,7,0
209,1,1,0.9864211490254017,0.7539114800955079,175,1
313,19,0,0.702180498541065,0.04120784958520329,493,0
168,12,0,0.6401066193488981,0.06930802267806402,227,0
456,6,0,0.014463565720465255,0.3805711473616482,527,0
380,17,1,0.8059982476112637,0.8998027050688436,380,1
435,4,1,0.7707128230342067,0.9004024287507966,468,0
188,21,0,0.42681813682851644,0.6541085471691338,597,0
47,13,0,0.6474769961743476,0.48368624586251885,477,0
201,21,1,0.44876752839117073,0.26660188053630307,72,0
68,22,0,0.009962040076381462,0.36591062721060985,314,0
210,7,0,0.3760591935973959,0.6153742487328777,416,0
382,2,1,0.08347264385244169,0.3498331917845686,357,0
428,16,0,0.5163545299278697,0.5582137941031862,490,0
428,5,1,0.2847722884089946,0.10341486964447322,9,0
365,11,0,0.7169643306369937,0.32380601011678545,527,0
112,0,0,0.8199242712116436,0.8257284561276523,447,1
175,20,1,0.4334799472549751,0.829931244948377,148,0
97,16,1,0.49888328218673406,0.9485203802947941,433,0
235,2,1,0.23154232103304806,0.22230050594810424,103,0
172,21,0,0.8647535090225082,0.0041476358792695844,116,0
313,8,1,0.5010264947075006,0.03930770234939229,119,0
239,12,1,0.21430815526257918,0.6405365870293811,503,0
364,23,0,0.4283430290603425,0.28705480409773276,265,0
439,8,0,0.5899818213372456,0.8835640996269607,346,0
162,15,0,0.9247268698482588,0.854302669453239,358,1
438,23,1,0.4001258559300598,0.7454140237987389,513,1
30,2,1,0.09993127288944514,0.5680973236970861,409,0
410,19,0,0.8923373013981569,0.8838925029255937,424,1
66,13,0,0.9247063982166926,0.047439267777841576,16,0
446,19,0,0.7242155682162538,0.44086823334163994,295,0
179,0,1,0.8702831502582251,0.8753869387389712,86,1
94,16,1,0.8907880855519809,0.7949025795920003,137,1
475,23,0,0.672495524201596,0.31620223407908377,199,0
42,2,1,0.5924791840687649,0.9722738474797201,158,0
22,9,1,0.5214156538605573,0.7373290445687185,209,0
71,1,1,0.746054902836483,0.6992328286746109,536,0
216,12,1,0.6497233965391686,0.3860284444112786,31,0
314,11,0,0.7428408887607926,0.6217531377927131,473,0
25,21,1,0.1916492307295108,0.00938685484446733,472,0
175,13,0,0.22641036442702123,0.9177091739436363,133,0
309,11,0,0.858693530122035,0.04122472855554693,262,0
58,13,0,0.7921679426532419,0.3128183410534311,504,0
21,8,0,0.06060096856579433,0.33285590564372936,514,0
303,13,1,0.6147907223143565,0.5422126681530713,522,0
260,8,1,0.004834292428806841,0.5897382586103354,202,0
350,16,0,0.8384967984269691,0.6052074368024396,379,0
211,10,0,0.1328376390087216,0.9403343191201032,257,0
279,0,1,0.41160855295696175,0.07730880126144357,7,0
13,3,1,0.8832959393587801,0.1855819281696457,417,0
273,3,0,0.6139450186161863,0.6211250184330329,144,0
249,1,1,0.8592846053854583,0.5999782089014841,135,0
113,18,1,0.16023814499252753,0.8427282626453894,486,0
346,10,0,0.465912315617402,0.42448035812143337,228,0
374,10,0,0.8630119963133216,0.14480404825213067,120,0
132,3,0,0.4813940077145509,0.7542755081140943,224,0
381,2,0,0.5405836381520623,0.34894785793796024,157,0
256,6,0,0.6178029747558572,0.23626081040373326,163,0
9,4,1,0.3325975067944935,0.16831409947909304,206,0
125,6,0,0.4770919659343684,0.2419044051683943,270,0
184,4,1,0.8195392595499061,0.7763658997063636,364,1
189,21,0,0.6316980424836767,0.2572666473072841,194,0
195,19,1,0.8544043281437818,0.8568991113270037,281,1
453,6,1,0.5939951380768067,0.18372862985271488,97,0
164,14,0,0.19809211728615328,0.5354945014879003,65,0
473,20,1,0.8539455470475069,0.742066246246552,26,1
